drug,ndc
Tacroli,00469060773
Epinephrine 1:1000,49502050001
Edoxaban,65597020230
Anastr,51079032301
Fosphenytoin,00069600121
Bupivacaine 0.25%,00409115901
Ramipril,60687032121
Neutra-Phos,17314931102
buPROPion HCl  XL 150mg,00173073002
*NF* Sunitinib,00069098038
DOPamine,00409910420
Neulasta,55513019001
Rabies Vaccine,58160096412
Lidocaine 0.5%/Ep,00409317701
lamoTRIgine,51079049920
OXALIplatin Desensitization,25021023320
Methylene Blue 1%,17478050401
cholestyramine (bulk),49884046565
Tacrolimus,55111052501
magnesium sulfate,00517260225
Lisinopril,68084006001
albuterol sulfate,00173068254
lans,64764054411
Deferoxamine (DFO),00409233725
Syringe (Iso-Osmotic Dextrose),0
Venlafaxine,65862052790
Finasteride,16729008910
Ethacrynic Acid,25010020515
0.45 % Sodium Chloride,00338004304
Lactulose,00121457735
HYDROmorphone-HP,00409263450
bis,00185077130
adderal,00555078802
BuPROPion XL (Once Daily),10370010103
Silver Sulfadiazine 1% Cream,49884060036
Phenytoin Sodium Extended,51079090520
depakote,00074621511
Divalproex (EXTended Release),51079076608
megest,49884090738
BYL719,0
Qvar RediHaler,59310020212
Amphetamin,00555078802
CELEBREX,00025152534
Lisinopril,68180098001
Diltiazem,51079074620
Evac Bottle,0
Vitamin E,66591080030
Periogard,54569523500
PHENO,00603150858
Furosemide,00054329446
Ribavirin,54738095318
*NF* Cromolyn Sodium Oral Solution,18860067870
Sodium Chloride,24208027715
carbamazepine,00078051005
Diazepam,00054318863
glimepiride,51079042520
meTOPROLOL succinate,00186109239
Ranexa,68180035407
Prenatal Vitamins,65162066810
Morphine Sulfate (Immediate Release),00054023624
Dilt,00258368990
Bleomycin,00703315401
Tegretol XR,00078051105
Ondansetron ODT,65862039110
ValGANCIclovir,00004003909
ranolazine,61958100301
LaMOTrigine (Lamictal Brand) *NF*,00173075600
PredniSONE,49999002812
lidocaine,17478071110
Hydrochlorothiazide,63739012810
liraglutide,00169406012
fluocinolone,00168006460
pentosan polysulfate sodium,00062980001
Fluorouracil *Continuous Infusion *,16729027611
tacrolimus,00469060773
topiramate,68382013814
Amoxicillin,00029609039
Dextromethorphan,54569105100
calcium carbonate,66553000401
Mesal,00430075327
Dermoplast Spray,16864068002
Niacinamide 3g\, 1g\,,00536406801
RISperidone Long Acting Injection,50458030611
olmesartan,65597010310
Guaifenesin,63824000840
Enalapril,00093002610
Telaprevir 375mg tablets,0
Filgrastim-sndz,61314030401
methadon,00406052710
Morphine Sulfat,00054023524
Fluconazole,59762501501
Cevimeline,63395020113
Phenytoin Patch for Allergy Testing,00641049325
Prazosin,51079063020
nystatin,00472132002
Mycophenolate ,51079050920
fio,00591321901
Oxaliplatin,00024059120
Ketoconazole,50458022115
Aztreonam,00003224011
Estradiol,00083232062
Aricept,62856024541
eltrombopag,00078068615
Rocuronium,25021066205
Acetaminophen,00121065721
Propafenone (Immediate Release),53489055201
Ondansetron,0
Pamidronate,55390012901
Lotensin,00078044805
Mesalamine,00149075215
guaiFENesin,63824000840
modAF,51079056103
dextrose,08290823000
PriLOSEC,00093521193
Zolpide,60505260400
OxyCODONE (Immediate Release),00904644461
Glyburide,51079087201
morphine,00054023755
Isosorbide Mononitrate,68084059101
Lotrel,00078040605
Prednisone,63739058810
mult,50383068304
Erythromycin,24338013402
Pilocarpine 0.5%,00998020215
Rabies Vaccine,53905050101
Cephalexin,68180012401
Excedrin Migraine,19810000790
acetaminophen,00143178701
Carbidopa-Levodopa (10-100),51079075520
perampanel,62856027230
Mul,00005434462
Vera,58016050902
Aspirin 325 mg,00904404073
Nystatin Oral Suspension,00168003760
Dronedarone,00024414260
PrevACID 24Hr,00300304611
LeVETiracetam,00904600161
Insulin Pump (Self Administering Medication),0
Esomeprazole sodium,00186604001
Nicotine Lozenge,37205098769
HumuLIN R U-500 Concentrated,0
guaiFENesin,00121148800
Aromasin,00009766304
bumex,00641600810
Eucerin,54162060002
CloniDINE,51079030020
Dorzolamide,00006351936
Normal Saline Flush,0
Isosorbide Mononi,50268045115
Coenzyme,10939003722
Atrovent HFA,00597008717
Sodium Bicarbonate,66553000801
Valproic Acid,00074621511
LaMIVud,00173066200
Multivitamins W/minerals Chewable,00005434462
MetFORM,00904579461
Methylergonovine Maleate,60687041094
Benicar,65597010310
Prenatal Vitamin,00904053061
Phenytoin Infatab,54868277600
COMBIVENT RESPIMAT,00597002402
fluconazole,59762501601
lata,61314054701
Qvar,59310020212
Doxycycline Hyclate,63323013011
GenTeal Tears Moderate,58768078815
benzo,58177009111
rilpivirine,59676027801
Insulin Pump (Self Administering Medication),00169750111
CycloPHOSPHAMIDE,10019095601
RISperidone Oral Solution,50458060128
anastrozole,16571042103
Artificial Tears,00536197072
diphenoxylate-atropine,00054319446
Budesonide,65162077810
Isosorbide Mononitrate (Extended Release),00904644961
FoLIC Acid,63323018410
Atropine Sulfate Ophth 1%,00998030315
Chloramphenicol Na Succ,63323001115
CYCLOSPORINE 0.05% OPHTH EMULSION,00023916330
hydroxyp,00536623772
cabergoline,49884067314
CARBOplatin,00703423901
Vancomycin Intrathecal,67457033950
Vitamin D-3,10432017002
Clopidogrel75mg,63653117103
Mycophenolate Sodium DR,51079050920
JANUVIA,00006027731
Piperacillin-Tazobactam,00206886202
Floxin,63395010105
Docusate Sodium (Liquid),63739008901
Budeso,00186198804
Mesalamine DR,00430075327
hepar,00409115170
INV-Ascorbic Acid,67457011850
Tacrolimus (Dr.Reddy's) *NF*,55111052501
Diazepam,00172392760
Oxybutynin,68084040001
mesalamine,00023585318
MetFORM,51079097220
VinCRIStine,00013746686
NeuLASTA,55513019001
enzalutamide,00469012599
Azithromycin,59762314001
amLODIPine,50268008415
QUEtiapine extended-release,00310028239
Acetaminophen (Liquid),00904673061
CeFAZolin,60505074905
Mesalamine,58914050156
Duloxetine,60505299603
FLUoxetine,00121072104
*NF* Econazole Nitrate 1% Cream,00168031230
Arava,00088216030
Calcium Carbonate,66553000401
Ciprofloxacin,00172531110
Famotidine,00006096328
Dextromethorphan Poly Complex,54569105100
Simethicone,57896079101
Aspirin,68016001129
Gaba,00172438210
Album,67467064301
Omeprazole,68084012801
Magnesium Sulfate Replacement (Critical Care and Oncology),63323006402
Afrin,00904571135
Calcium Carbonate,00054812025
Nitazoxanide,67546011132
irbesartan,00087277235
LaMICtal (lamotrigine),00173064255
Chlorothiazide,00378015001
Tirosint(Levothyroxine) 75mcg,00378180577
Topiramate (Topamax),50458064165
levothy,00074706811
simeth,00182864389
Peridex,54569523500
Guaifenesin,00372000604
Acetaminophen (Liquid),00904682076
Benzonatate,67877010501
vancomycin,00409433201
MedroxyPROGESTERone Acetate,00009006412
Becaplermin Gel 0.01%,00064081015
Levothyroxine Sodium,63323064907
insulin,00002751001
Azacitidine,59572010201
Fentanyl Citrate,61553011841
sodium citrate,0
CeleBREX,00025152031
ValGANCIc,00004003909
Methimazole,68084027501
Dexamethason,00054817525
Morphine,00054040444
Creon ,00032121201
Phenytoin Sodium Extended,00071000724
NS (Excel),00264780020
INV-Bupivacaine 0.25%,00409115902
vancomycin,00409651001
Methylene Blu,17478050410
tacrolimus,00469520130
Tacrolimus,00469520130
Aspirin,66553000101
bupropion HCl,00173073002
amphetamine,54092038701
Tessa,58177009111
cilosta,66993000860
Zidovudine,00173011318
Acetaminophen IV,43825010201
Sodium Tetradecyl Sulfate 3%,67457016302
Intelence,59676057001
Fluphenazine,00781143613
Levothyroxine Sodium,00378180777
Itraconazole Solution,10147170007
Bactroban,51672131200
Methotrexat,51079067005
Hydrocortisone Lotion 1%,00536510597
triamt,51079093520
Lidocaine t,00054350547
Exelon,00078032306
Tacrolimus,68084045001
SulfaSALAzi,59762010401
Simethicone,37205011278
Sitagliptin,00006027731
ValGANCIclovir,31722083260
Albumi,44206031050
Reglan,00904107061
Divalproex (EXTended Release),00074611411
NIFEdipine (Immediate Release),50268060015
nimodipine 60mg,57664013560
Cortef,00009001201
Calcitriol,23155066201
sevel,58468013001
Diltiaz,00088177849
triazolam,52959040250
Azithromycin ,62756051244
Zymar,54868479700
Quinupristin/Dalfopristin,00075905110
Miconazole Nitrate (Combo Pack),00904541501
Pink Bismuth,00182181144
Cromolyn Sodium (Nasal Inhalation),57782039726
Calcitriol,30698014301
HYDROmorphone Infusion 鈥?Comfort Care Guidelines,61553020648
benzocaine,38341010677
Dextroamphetamine Spansules *NF*,00007351215
BuPROPion,51079039220
Lidocaine 1%,55150025220
MetRONIDAZOLE (FLagyl),42292000120
Nafcillin Desensitization,55150012215
Mineral Oil,49452475003
carbamazepine,51672412401
Enoxaparin Sodium,00075062431
divalp,57237004801
Tretinoin (Chemotherapy),00004025001
Pancrelipase 5000,42865030002
benzo,67877010501
Paxil CR,00029320713
Docusate Sodi,00121054410
Provigil,51079056103
LevoFLOXacin,25021013281
Alprostadil,00009316906
niMODipine,24338020012
Ferrous Sulfate,00904098950
Vitamin B-12,10135033063
Carbamazepine,54092017212
Oxcarbaz,00054009920
Lidocaine 1%,00409471302
Azithromycin,55150017410
levobunolol,24208054505
Heparin,00409779362
Varicella-Zoster Immune Glob,70257012611
Albumin 5% (,68516521402
Ondansetron,68462015740
Hepatitis A Vaccine,00006484141
Nicardipine,00004018301
Albumin,00944049301
Irinotecan,00009752901
Prograf,00469065711
Furosemide,63323028010
lamiVUDine,60505325006
Dexameth,00054818125
Posaconazole,00085132801
Amoxicillin-Clavulanic Acid,66685100101
ZyPREXA Relprevv,00002763611
Enoxaparin Sodium,00075291501
Ear Drops (carbamide peroxide),00904322035
cyanocobalamin (vitamin B-12),50268085415
neut,60258000601
humul,00002831501
Isosorbide Mono,58177023811
Rocuronium,39822420006
Tacrolimus,00469060773
Vitamin E,54838000530
QUALAQUIN,13310015307
exem,00054008013
Bupivacaine 0.5%,00409116202
Caduet,49884067314
ben,58177009111
Trifluoperazine HCl,51079057220
Nefazodone,00093711306
Levora 0.15/30 (28),00008253303
Aldesleukin,65483011607
Immune Globulin 20% (Hizentra),44206045510
Tacrolimus ,55111052501
INV-Terlipressin,0
Phenylephrine 2.5 % Ophth Soln,17478020012
Amiodarone,00904655661
rOPINIRole,68084019501
Loraze,51079038620
amphetamine-dextroamphetamine,54092038701
Nitroglycerin Patch,00378911693
Balsa,00054007928
Lurasidone *NF*,63402030410
Verapam,00172428000
Sodium Chloride ,00409114102
Hydrocortisone Cream 0.5%,00168001431
Nexium,00186502031
Aspirin,17714001110
NS,00338004910
glybu,51079087201
Diazepam - CIWA protocol,00904588061
Glumetza,51079097220
Memantine,00904650661
Mycostatin,00168005430
DOBUTamine,55390056090
lansopraz,64764054411
Ruxolitinib,50881000560
Ciprofloxacin,61314065625
Dexamethasone,00054818125
haloperidol lactate,00121058104
NORepinephrine,61553015361
ergocalcif,64980015701
Azithromyci,59762314001
potassium,58177020211
dipy,00597000160
Metoprolol Succinate XL,68084067301
Fluconazole,00703102930
clindamycin phosphate,00168020130
Micardis,00597003928
Mesal,00023585318
rivastigmine,00078050215
PredForte (prednisolone acetate) 1%,11980018005
Phyt,00409915801
ceFAZolin,60505614205
Ascorbic Acid,37205014472
Lidocaine Jelly 2%,17478071110
Silver Sulfadiazine 1% Cream,43598021040
Flutamide,00085052503
Ondansetron,00641608025
triamcinolone acetonide,51672126705
magnesium hydroxide,00121043130
Lidocaine ,00409317803
Fentanyl Citrate,63459054128
Lipiodol,0
Midazolam,10019002803
Tegretol XR,00083006130
Muro 128,24208027615
Mupirocin,00029152722
LevETIRAcetam,51079082120
Pantoprazole,16590051672
0.9% Sodium Chloride,00409798437
Polytrim,00023782410
celecoxib,00025152531
methimazole,68084027501
meTOPROLOL succinate,68084030401
Dyrenium,65197000201
benzoyl peroxide,59366274201
exemestane,00009766304
Levalbuterol Tartrate,63402051224
Sulfazine EC,59762010401
BuPR,00173094755
Methotrexate,67457022102
PENTObarbital Sodium,76478050120
Sodium Bicarbonate,63323008950
LevETIRAcetam,67457079005
Meloxicam,00597002901
LOPERamide,00093031101
Methyldopa,51079020020
Dexam,60432046608
Heparin (Hemodialysis),67457038599
Dexamethason,00054818125
PleTAL,60505252201
Cytarabine,61703031922
LORazepam,69315090505
Ibuprofen Suspension,00904585361
Calcitonin (Salmon),00078031154
hydrocortis,64980030130
sodium ferric gluconat-sucrose,00591014987
Atorvastatin,00904629304
losartan,00904639161
Dronabinol,68084017401
Levofloxacin,50458092010
PENTObarbital Sodium,76478050150
Bupivacaine ,00409116202
Sertraline,51079076220
cilost,51079042420
insulin ,00002871501
Entecavir,69097042502
Famotidine,00172572810
Mycophenolate Mofetil Suspension,64380072506
magnesium citrate,00363069338
Panc,39822904501
Aspirin Desensitization (AERD),00536100836
Felod,53489036801
imdu,50268045115
Vancomycin,67457034210
Mupirocin Ointment 2%,45802011222
albut,00173068220
Leuprolide Acetate,54868327700
percocet,00406051262
timoptic,61314022705
mucin,63824000840
Methylprednisolone,00009003928
Morphine Sulfate For Inhalation,00409126130
Clinda,68084024301
Aminocaproic Acid ,49411005208
Sucralfate,51079087101
Bumetan,00641600810
Phenytoin Infatab,00071036940
Bleomycin,55390000501
Citracal + D,16500053504
Dulcolax (bisacodyl),00536338101
amphetamine sulfate,00555078802
proGESTerone micronized,52544028324
AcetaZOLamide S.R.,68084040121
Risperidone (Disintegrating Tablet),60505258600
Albumi,67467064301
pred,49999002812
Esmolol,63323065210
Lidocaine ,63323048627
Amphotericin B Ophth Soln 0.1%,38779019104
levothyroxine,00074518211
Verapam,51079086920
Divalproex ,00074621211
mirtazapine,00052010630
Epoe,55513014810
edrophonium chloride,67457019015
Depakote ER,00904636445
Colace Clear,57896042101
Sirolimus ,00008103205
cloNIDine,51079030020
Medium Chain Triglycerides,41679036513
nitrofurantoin macrocrystal,54569018100
Ciprofloxacin IV,00409477702
PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 2 and 3),00641047625
Multi,50383068304
Quinine Sulfate,13310015307
Nitrofurantoin Macrocrystal,54569018100
Valacyclovir,00173093356
Ergocalciferol (Vitamin D2),00091415060
Isoniazid,51079008220
Pioglitazone HCl,64764015104
NS (Irrigation Bottle),00338004804
Naloxone Nasal Spray,69547035302
Amikacin,00703903203
Avelox,00085173302
aggre,00597000160
ARIPiprazole,65162089374
Phenytoin,00071036940
Cyproheptadine,51991083801
ribavirin,66435010142
1,00409115902
Neostigmine,00703270403
Lidocaine 2% P.f.,00409427701
Docusate Sodium,00121054410
Methadone,00406577162
Ondan,00781523864
norgestimate,00555901858
Tretinoin (ATRA\, All-Transretinoic Acid),00555080802
predniso,00054001820
Cromolyn Sodium (Nasal Inhalation),00009770901
PHENObarbital,51079009520
INV-Cabozantinib (Cabozantinib),42388001314
Docusate Sodium ,57896042101
Sodium Bicarbonate,00074662502
Ampicillin Sodium,63323038910
Carteolol 1% Ophth Soln,24208036705
Azithromycin,00904670806
Gentamicin Sulfate,63323017302
Adenosine,00469087202
COQ10 200mg caps,10939003722
Iron Polysaccharides Complex,10267146501
Pantoprazole,00008084401
NORepinephrine,00781893285
dipyridamole-aspirin,00597000160
predni,60432021208
zolpidem,60505260400
Ver,51079089420
tizan,49884078253
betaxolol,00024230110
Lantus Solostar,00088222033
Triamcinolone Acetonide,00003029320
Tacroli,00781210301
Dextrose,76329330101
Enoxaparin Sodium,00075062301
ValGANC,00004003822
Ascorbic Acid,00074349201
Magnesium Oxide,63739035410
brinz,00065027510
Lansoprazole ,64764054411
Dexamethasone Sod Phosphate,67457042312
famotidine,51079096620
CefTAZidime,44567023525
Hepatitis B Vaccine,00006499541
sodium Bica,00409662502
Topamax,00093015506
NS,0
Potassium Chloride Oral Soln,00603154358
Heparin Flush (1000 units/mL),63323026201
JanUVIA,00006027731
CeFAZolin,00409080501
Valsartan,43547036809
LamoTRIgine,51672413101
Nortriptyline,68084003101
Oxycodone-Acetaminophen (5mg-325mg),00904643761
Esmolol,10019005561
Metoprolol Tartrate,00143987310
irbesart,00087277235
levobunolol,60758006010
Buprenorphine,00378092493
diclofenac sodium,61314001425
Ampicillin-Sulbact Graded Challenge,00049001483
Alendronate ,00006003121
carbamide peroxide,00904322035
glimepiride,00039022311
LeVETiracetam Oral Solution,00054022463
Accolate,00310040260
modafinil,63459010101
Potassium Citrate ERT 10 mEq TAB,51801001230
Heparin (Impella),63323026201
Magnesium Sulfate,63323064220
Gentamicin 0.1% Cream,00168007115
Enoxaparin (Prophylaxis),63323056883
Sucralfate,51079087120
Verapam,51079089420
Humate-P,63833061602
Pregabalin,00904699104
Fish Oil (Omega 3),07610017120
progesterone,00032170801
Diazepam,51079028620
divalproex,00074621511
HYDROmorphone,17478054050
Amoxicill,00029609039
tacro,55111052601
Epoetin ,55513047810
Insulin Glargine,00088222033
cinacalcet,55513007330
Calcitriol,63323073101
Midodrine,51079045320
Plavix,00904629461
Terazosin,51079093820
budesonide,65483070210
balsal,00054007928
Potassium Ch,00245004101
Metoprolol Tartrate,51079080120
Darunavir,59676056001
Piperacillin-Tazobactam Na,00206885216
Albumin 5% (25g / 500mL),68516521102
Ropinirole,00093528401
Treprostinil Sodium,66302010101
Dilaudid,00409131230
Aluminum Hydroxide Suspension,00121073312
Metoprolol,51079080120
NORepinephrine,00703115303
albuter,00173068220
Nystatin,00168000715
alora,52544047108
apremilast,59572063255
LamoTR,00173075400
sevelamer carbonate,58468013001
Ioversol (Optiray 320),00019132302
ciprofloxacin,61314065625
Sodium Bic,00409663734
Benztropine Mesylate,60687036801
CefTRIAXone Graded Challenge,60505075204
ClonazePAM,43547040710
Verapamil,00409114405
Amphetamine Salt Combo,64720013010
Vedolizumab,64764030020
Pantoprazole (Self Med),68387029330
Liposomal DOXOrubicin (Doxil),17314960001
Potassium Chl,00456066270
LaMOTrigine,00173075600
Bupivacaine,38779052408
Lacosamide,00131247735
Tirofiban,25208000202
OLANZap,00002445385
Captopr,51079086320
Acyclovir,63323010510
atorvastatin 40 mg cap,54868422900
Lidocaine 4%,00409428301
pravastatin,68084050101
Heparin,00641244045
Erythromycin 0.5% Ophth Oint,00168007011
Furosemide,55150032425
Clonazepam,51079088220
Ramelteon,64764080510
Val,00004003909
Morphine Sulfate (PF),0
Irinotecan,00143970101
Asp,00904404073
potassium chloride,00603155404
Methylprednisolone,59762004901
Pulmicort,00186198904
Enalapril Maleate,00904561061
Glucose Tab,08290823000
RISperidone,00904597361
Heparin Dwell (1000 Units/mL),63739093128
Ramipril,60687034301
OLANZapine (Disintegrating Tablet),55111026281
Creon,39822020501
L-Carnitine,54391005009
OxycoDONE (Concentrated Oral Soln),66689002530
DOXOrubicin,00069303420
Rifampin,23360005142
Terbinafine 1% Spray,00067400101
Sumatriptan Succinate,00093022290
Sonata,00008092681
clotrimazole,51672203701
Morphine Sulfat,00054023755
Theophylline ER (Uniphyl),68462038001
Methotrexate Sodium P.F.,67457048699
Sorafenib,50419048858
INV-Ruxolitinib,0
lansoprazole,00781573413
trifluridine,61314004475
Morphine ,61553018348
Nystatin Oral Suspension,66689003750
Heparin Flush,00641243645
Hydrocortisone ,64980030130
sodium chloride,24208027715
Lisinopril,00904580961
DimenhyDRINATE,00904205159
Enoxaparin Sodium,63323056887
